Antiquity,Bathrooms,Community_Expenses,Condition,Deposit,Elevator,Emissions,Energy_Consumption,Extra,Floor,Furnished,Heating,Neighborhood,Orientation,Parking,Pets,Photos,Price,Rooms,Size,Title,Type,Water_Heater,url
30 a 50 años,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Videoportero-Cocina Equipada,7ª planta,Sí,nan,"Juan Ramon Jimenez, Chamartín",nan,Privado,nan,40,1.500 €,1,83,Apartamento de alquiler en Juan Ramon Jimenez Hispanoamérica - Bernabéu,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-ascensor-amueblado/155921834/d
nan,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Gres Cerámica-Parquet-Electrodomésticos-Lavadora-Nevera-Cocina Equipada,6ª planta,No,Gas Natural,"Calle del Doctor Fourquet, Centro",nan,nan,Sí,22,890 €,2,71,Piso de alquiler en Calle del Doctor Fourquet Embajadores - Lavapiés,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-no-amueblado/158672865/d
nan,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Balcón-Cocina Equipada,2ª planta,nan,nan,"Del Prado, Centro",Este,Privado,nan,30,2.300 €,2,130,Piso de alquiler en Del Prado Cortes - Huertas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-ascensor/158812030/d
+ 100 años,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,Principal,Sí,nan,"Calle de Povedilla, 13, Salamanca",nan,nan,nan,11,1.550 €,3,126,"Piso de alquiler en Calle de Povedilla, 13 Goya",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157875172/d
10 a 20 años,2,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Trastero-Z. Comunitaria-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Internet-Zona Infantil-Puerta Blindada-Piscina comunitaria-Lavadero-Cocina Equipada,5ª planta,No,nan,"Avenida de Niceto Alcalá Zamora, 81, Hortaleza",nan,Comunitario,nan,22,1.250 €,3,105,"Piso de alquiler en Avenida de Niceto Alcalá Zamora, 81 Sanchinarro",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-parking-internet-piscina-no-amueblado/158490834/d
nan,2,nan,Muy bien,nan,nan,En trámite,G,Armarios-Trastero,nan,nan,nan,"Calle del Rutilo, Usera",nan,nan,nan,37,1.000 €,3,nan,Piso de alquiler en Calle del Rutilo San Fermín,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/trastero/158673160/d
30 a 50 años,1,nan,nan,nan,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Lavadora-Nevera-Puerta Blindada,2ª planta,No,nan,"Infanta Mercedes, Tetuán",nan,nan,nan,20,790 €,1,45,Piso de alquiler en Infanta Mercedes Castillejos - Cuzco,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157671258/d
nan,1,nan,nan,nan,nan,En trámite,G,Calefacción-Cocina Equipada,2ª planta,Sí,nan,"Puerto Alto, 35, Puente de Vallecas",nan,nan,nan,28,580 €,2,50,"Piso de alquiler en Puerto Alto, 35 San Diego",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado/158811305/d
,1,Sí,Casi nuevo,,Sí,En trámite,G,Aire acondicionado-Armarios-Gres Cerámica-Terraza-Electrodomésticos-Horno-Serv. portería,10ª planta,Sí,Gas Natural,"Plaza de Verín, Fuencarral",,,Sí,14,800 €,2,65,Piso de alquiler en Plaza de Verín Pilar,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-se-aceptan-mascotas/158874700/d
,1,nan,nan,,Sí,En trámite,G,Terraza-Cocina Equipada,nan,nan,Gas Natural,"Barlovento , Ciudad Lineal",,,nan,18,650 €,2,60,Piso de alquiler en Barlovento  Pueblo Nuevo,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor/158874242/d
,1,nan,nan,,nan,En trámite,G,Cocina Equipada,nan,nan,nan,"Fernandez de Los Rios, Chamberí",,,nan,8,395 €,nan,20,Estudio de alquiler en Fernandez de Los Rios Arapiles,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/arapiles/158874251/d
,1,nan,nan,,nan,En trámite,G,Terraza-Trastero-Cocina Equipada,nan,Sí,nan,"Puerto de las Pilas, Villa de Vallecas",,Privado,nan,17,750 €,3,75,Piso de alquiler en Puerto de las Pilas Casco Histórico de Vallecas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/parking-terraza-trastero-amueblado/158827761/d
,1,nan,nan,,nan,En trámite,G,Armarios-Calefacción-Electrodomésticos-Lavadora-Microondas-Nevera-TV-Internet-Cocina Equipada,3ª planta,Sí,nan,"Calle de la Cruz, Centro",,nan,nan,11,890 €,1,42,Piso de alquiler en Calle de la Cruz Cortes - Huertas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado-television-internet/158047705/d
,3,nan,Casi nuevo,,nan,En trámite,G,Aire acondicionado-Armarios-Terraza-Trastero-Z. Comunitaria-Cocina Office-Suite - con baño-Lavadora-Nevera-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,nan,No,Gasóleo,"Calle de Arturo Soria, Ciudad Lineal",Sur,Comunitario,nan,39,2.600 €,3,180,Dúplex de alquiler en Calle de Arturo Soria Colina,Dúplex,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-parking-piscina-no-amueblado/158874291/d
,1,nan,nan,,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-Internet,Entresuelo,nan,nan,"Calle de Augusto Figueroa, Centro",nan,nan,nan,26,2.448 €,2,65,Apartamento de alquiler en Calle de Augusto Figueroa Justicia - Chueca,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-internet/158112569/d
,1,nan,nan,,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Bajos,nan,nan,"Calle Gran Vía, Centro",nan,nan,nan,11,1.725 €,1,55,Apartamento de alquiler en Calle Gran Vía Universidad - Malasaña,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/157285455/d
,1,nan,nan,,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Bajos,nan,nan,"Calle de Palencia, Tetuán",nan,nan,nan,20,1.600 €,1,50,Apartamento de alquiler en Calle de Palencia Cuatro Caminos - Azca,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/157285283/d
,2,nan,nan,,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Subsótano,nan,nan,"Calle de Martín de Los Heros, Moncloa",nan,nan,nan,11,1.893 €,2,75,Apartamento de alquiler en Calle de Martín de Los Heros Argüelles,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/158111889/d
,1,nan,nan,,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Subsótano,nan,nan,"Calle Valderribas, Retiro",nan,nan,nan,15,1.762 €,1,30,Apartamento de alquiler en Calle Valderribas Adelfas,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/158112171/d
,1,Sí,Muy bien,Sí,Sí,E,E,Aire acondicionado-Armarios-Suite - con baño-Electrodomésticos-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,5ª planta,No,Gasóleo,"Calle de Zabaleta, Chamartín",nan,nan,nan,16,700 €,1,50,Piso de alquiler en Calle de Zabaleta Prosperidad,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158874373/d
30 a 50 años,1,Sí,Muy bien,Sí,Sí,D,D,Aire acondicionado-Armarios-Gres Cerámica-Parquet-Horno-Lavadora-Microondas-Nevera-TV-Balcón-Videoportero-Puerta Blindada,3ª planta,Sí,Electricidad,"Calle de Cervantes, Centro",Sur,nan,nan,50,850 €,1,50,Piso de alquiler en Calle de Cervantes Cortes - Huertas,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158874551/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Electrodomésticos-Horno-Lavadora-Microondas-TV-Videoportero-Cocina Equipada,nan,Sí,Gas Natural,Hortaleza,Este,Privado,nan,16,1.150 €,1,65,Piso de alquiler en Virgen del Cortijo - Manoteras,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado-television/158874585/d
nan,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Electrodomésticos-Horno-Lavadora-TV-Cocina Equipada,nan,Sí,Gas Natural,Chamartín,nan,nan,nan,31,1.650 €,3,135,Piso de alquiler en Prosperidad,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158874588/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Electrodomésticos-Lavadora-TV-Cocina Equipada,nan,Sí,nan,Centro,nan,nan,nan,14,700 €,1,51,Apartamento de alquiler en Sol,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado-television/158874597/d
1 a 5 años,2,nan,nan,nan,Sí,C,C,Aire acondicionado-Calefacción-Balcón-Ascensor interior-Cocina Equipada,1ª planta,Sí,nan,Arganzuela,nan,Privado,nan,30,2.800 €,2,164,Piso de alquiler en Acacias,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado/158051223/d
70 a 100 años,4,nan,Casi nuevo,nan,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Trastero-Patio-Suite - con baño-Balcón-Lavadero-Ascensor interior-Cocina Equipada,nan,No,nan,Retiro,nan,nan,Sí,36,3.300 €,3,214,Piso de alquiler en Jerónimos,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-patio-se-aceptan-mascotas-no-amueblado/157392335/d
+ 100 años,3,nan,Casi nuevo,nan,nan,E,E,Aire acondicionado-Armarios-Suite - con baño-Balcón-Cocina Equipada,nan,No,Gas Natural,Salamanca,Sureste,nan,nan,29,2.475 €,nan,131,Piso de alquiler en Goya,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/158058475/d
20 a 30 años,13,nan,Casi nuevo,nan,nan,En trámite,G,Aire acondicionado-Armarios-Jardín Privado-Parquet-Terraza-Trastero-Piscina-Balcón-Lavadero-Ascensor interior-Baño de huéspedes-Cocina Equipada,nan,No,Gas Natural,Moncloa,nan,Privado,Sí,41,18.000 €,10,1974,Casa o chalet de alquiler en Aravaca,Casa o chalet,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-se-aceptan-mascotas-no-amueblado/158046724/d
30 a 50 años,3,nan,Bien,nan,nan,D,D,Aire acondicionado-Parquet-Suite - con baño-Baño de huéspedes-Cocina Equipada,nan,Sí,Gas Natural,Moncloa,nan,Privado,nan,30,2.850 €,4,213,Piso de alquiler en Argüelles,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-amueblado/157396263/d
70 a 100 años,2,nan,Casi nuevo,nan,Sí,G,G,Aire acondicionado-Armarios-Calefacción-Suite - con baño-Balcón-Ascensor interior-Cocina Equipada,4ª planta,Sí,nan,Retiro,nan,nan,nan,30,1.350 €,nan,85,Piso de alquiler en Pacífico,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158063670/d
1 a 5 años,2,nan,nan,nan,Sí,C,D,Aire acondicionado-Calefacción-Balcón-Ascensor interior-Cocina Equipada,1ª planta,Sí,nan,Arganzuela,nan,Privado,nan,22,2.800 €,nan,155,Piso de alquiler en Acacias,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado/158046444/d
nan,2,nan,Casi nuevo,nan,Sí,E,E,Aire acondicionado-Armarios-Suite - con baño-Lavadero-Ascensor interior-Cocina Equipada,nan,No,Gas Natural,Chamartín,nan,nan,Sí,23,1.950 €,3,110,Piso de alquiler en El Viso,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-no-amueblado/158062762/d
nan,1,nan,Muy bien,nan,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Balcón-Ascensor interior-Cocina Equipada,nan,Sí,nan,Centro,Suroeste,nan,Sí,27,1.450 €,nan,110,Piso de alquiler en Justicia - Chueca,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/158045062/d
nan,4,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Terraza-Trastero-Balcón-Ascensor interior-Cocina Equipada,10ª planta,No,nan,Tetuán,nan,Privado,nan,37,4.200 €,5,355,Piso de alquiler en Castillejos - Cuzco,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-no-amueblado/158070028/d
nan,2,Sí,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Balcón-Videoportero-Cocina Equipada,1ª planta,nan,nan,Retiro,nan,nan,nan,40,2.000 €,3,117,Piso de alquiler en Niño Jesús,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158874133/d
nan,2,nan,Muy bien,nan,Sí,En trámite,G,Armarios-Parquet-Cocina Office-Electrodomésticos-Lavadora-Microondas-Puerta Blindada-Cocina Equipada,Bajos,No,Gasóleo,"Calle Puerto Rico, Chamartín",Este,nan,nan,20,1.450 €,3,115,Piso de alquiler en Calle Puerto Rico Hispanoamérica - Bernabéu,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158874198/d
nan,1,nan,nan,nan,nan,En trámite,F,Aire acondicionado,nan,nan,Electricidad,"Collado de las Vertientes, Puente de Vallecas",nan,nan,nan,15,575 €,1,30,Estudio de alquiler en Collado de las Vertientes San Diego,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion/158874228/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Terraza-Electrodomésticos-Horno-Lavadora-TV-Balcón-Cocina Equipada,nan,Sí,Gas Natural,Tetuán,Sur,Privado,nan,24,850 €,2,70,Piso de alquiler en Bellas Vistas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado-television/158874603/d
,1,,Casi nuevo,,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Piscina-Lavadero-Ascensor interior-Cocina Equipada,,Sí,,Centro,,,Sí,16,1.200 €,,76,Piso de alquiler en Sol,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina-amueblado-se-aceptan-mascotas/158045621/d
,1,,Casi nuevo,,Sí,D,D,Aire acondicionado-Armarios-Ascensor interior-Cocina Equipada,7ª planta,Sí,Electricidad,Salamanca,,,nan,12,1.500 €,1,89,Piso de alquiler en Castellana,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157347592/d
50 a 70 años,1,,Muy bien,,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Suite - con baño-Ascensor interior-Cocina Equipada,nan,Sí,nan,Centro,,,nan,16,750 €,1,40,Apartamento de alquiler en Palacio,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158107454/d
nan,2,,Muy bien,,Sí,C,C,Aire acondicionado-Armarios-Parquet-Suite - con baño-Ascensor interior-Cocina Equipada,nan,No,Gas Natural,Salamanca,,,nan,21,2.000 €,2,120,Piso de alquiler en Recoletos,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158084671/d
70 a 100 años,1,,Casi nuevo,,nan,D,D,Aire acondicionado-Armarios-Calefacción-Cocina Equipada,nan,Sí,nan,Arganzuela,,,nan,29,675 €,1,33,Loft de alquiler en Palos de Moguer,Loft,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/157383469/d
nan,3,,Casi nuevo,,Sí,E,E,Aire acondicionado-Armarios-Parquet-Suite - con baño-Balcón-Lavadero-Ascensor interior-Baño de huéspedes-Cocina Equipada,nan,Sí,Gas Natural,Salamanca,Este,,nan,19,3.500 €,3,150,Piso de alquiler en Castellana,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157378957/d
nan,1,,Muy bien,,Sí,F,E,Aire acondicionado-Calefacción-Ascensor interior-Cocina Equipada,nan,Sí,nan,Centro,nan,,nan,20,800 €,1,43,Piso de alquiler en Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158348296/d
+ 100 años,3,,Muy bien,,Sí,D,D,Aire acondicionado-Armarios-Parquet-Suite - con baño-Balcón-Ascensor interior-Cocina Equipada,2ª planta,No,Gas Natural,Centro,nan,,nan,32,1.550 €,2,160,Piso de alquiler en Embajadores - Lavapiés,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157382640/d
10 a 20 años,1,,Casi nuevo,,Sí,E,E,Aire acondicionado-Armarios-Terraza-Suite - con baño-Lavadero-Ascensor interior-Cocina Equipada,7ª planta,Sí,Gas Natural,Moncloa,nan,,Sí,36,2.000 €,2,75,Ático de alquiler en Argüelles,Ático,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-se-aceptan-mascotas/157378213/d
+ 100 años,2,,Casi nuevo,,Sí,F,G,Aire acondicionado-Armarios-Parquet-Suite - con baño-Balcón-Lavadero-Ascensor interior-Cocina Equipada,nan,Sí,Gas Natural,Centro,Norte,,Sí,22,2.600 €,3,224,Piso de alquiler en Sol,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/157365728/d
30 a 50 años,1,,Muy bien,,nan,E,G,Aire acondicionado-Armarios-Balcón-Lavadero-Cocina Equipada,nan,No,Electricidad,Centro,nan,,nan,15,1.100 €,1,45,Piso de alquiler en Palacio,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/157378729/d
50 a 70 años,1,,Muy bien,,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Suite - con baño-Ascensor interior,nan,Sí,nan,Centro,nan,,nan,14,850 €,1,43,Apartamento de alquiler en Palacio,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158107622/d
20 a 30 años,5,,Casi nuevo,,nan,Exento,Exento,Aire acondicionado-Armarios-Jardín Privado-Parquet-Terraza-Trastero-Piscina-Cocina Equipada,nan,No,Gas Natural,Moncloa,nan,Privado,Sí,48,4.900 €,8,575,Casa o chalet de alquiler en Aravaca,Casa o chalet,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-se-aceptan-mascotas-no-amueblado/157395127/d
+ 100 años,1,,Casi nuevo,,Sí,D,E,Aire acondicionado-Armarios-Balcón-Ascensor interior-Cocina Equipada,2ª planta,Sí,Electricidad,Centro,nan,nan,nan,15,1.000 €,1,36,Piso de alquiler en Palacio,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157397965/d
+ 100 años,1,,Muy bien,,nan,E,E,Aire acondicionado-Armarios-Balcón-Cocina Equipada,1ª planta,Sí,Electricidad,Centro,nan,nan,nan,21,1.400 €,2,62,Piso de alquiler en Palacio,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/157378908/d
50 a 70 años,2,,Bien,,Sí,E,E,Armarios-Parquet-Ascensor interior-Cocina Equipada,nan,Sí,Gas Natural,Retiro,nan,nan,nan,26,1.350 €,3,101,Piso de alquiler en Ibiza de Madrid,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/157405998/d
nan,1,Sí,Bien,,nan,E,G,Aire acondicionado-Calefacción-Electrodomésticos-Cocina Equipada,2ª planta,Sí,nan,"San Nicolas, Centro",Sur,nan,nan,41,790 €,1,40,Apartamento de alquiler en San Nicolas Palacio,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/158874025/d
10 a 20 años,2,nan,Muy bien,,Sí,D,D,Aire acondicionado-Armarios-Calefacción-Suite - con baño-Ascensor interior-Cocina Equipada,nan,No,nan,Salamanca,nan,Privado,nan,31,2.500 €,2,102,Piso de alquiler en Castellana,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-no-amueblado/158070219/d
10 a 20 años,2,nan,Casi nuevo,,Sí,D,D,Aire acondicionado-Armarios-Calefacción-Parquet-Terraza-Trastero-Suite - con baño-Lavadero-Ascensor interior,nan,No,nan,Salamanca,nan,nan,nan,25,3.000 €,2,157,Piso de alquiler en Castellana,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-no-amueblado/158103309/d
